epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.13100436329841614,0.0003000000142492354,2.321699857711792,0.17241379618644714,1.608604073524475
1,0.17903929948806763,0.000299539155093953,1.9782580137252808,0.17241379618644714,1.597266435623169
2,0.22707423567771912,0.0002981594006996602,1.8918378353118896,0.17241379618644714,1.588053584098816
3,0.2445414811372757,0.0002958693075925112,1.8705812692642212,0.17241379618644714,1.5812126398086548
4,0.27074235677719116,0.00029268296202644706,1.8798530101776123,0.17241379618644714,1.580566167831421
5,0.2620087265968323,0.00028861997998319566,1.8546146154403687,0.17241379618644714,1.5865466594696045
6,0.24890829622745514,0.00028370547806844115,1.9678393602371216,0.13793103396892548,1.5998321771621704
7,0.22270742058753967,0.0002779696951620281,1.8594801425933838,0.2068965584039688,1.618462085723877
8,0.24890829622745514,0.00027144805062562227,1.7414418458938599,0.17241379618644714,1.6411793231964111
9,0.2445414811372757,0.0002641806786414236,1.7590792179107666,0.17241379618644714,1.67024564743042
