epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.12173912674188614,0.0003000000142492354,2.4309139251708984,0.19298245012760162,1.6078927516937256
1,0.15217390656471252,0.000299539155093953,2.046387195587158,0.19298245012760162,1.6017720699310303
2,0.19130434095859528,0.0002981594006996602,1.946083664894104,0.19298245012760162,1.5963530540466309
3,0.21739129722118378,0.0002958693075925112,1.8354015350341797,0.14035087823867798,1.5927774906158447
4,0.20434781908988953,0.00029268296202644706,1.8681608438491821,0.21052631735801697,1.5925675630569458
5,0.22173912823200226,0.00028861997998319566,1.908640742301941,0.19298245012760162,1.5933685302734375
6,0.22608695924282074,0.00028370547806844115,1.7541100978851318,0.19298245012760162,1.5930392742156982
7,0.22608695924282074,0.0002779696951620281,1.793151617050171,0.19298245012760162,1.5927844047546387
8,0.2130434811115265,0.00027144805062562227,1.8162133693695068,0.19298245012760162,1.5934468507766724
9,0.2652173936367035,0.0002641806786414236,1.7119354009628296,0.19298245012760162,1.5949729681015015
