epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.20370370149612427,9.999999747378752e-05,2.6125378608703613,0.4307692348957062,1.6107003688812256
1,0.2777777910232544,9.999999747378752e-05,2.5727055072784424,0.4307692348957062,1.6386114358901978
2,0.2777777910232544,9.999999747378752e-05,2.289397954940796,0.4307692348957062,1.6441822052001953
3,0.31481480598449707,9.999999747378752e-05,2.353989362716675,0.4153846204280853,1.604019284248352
4,0.2469135820865631,9.999999747378752e-05,2.055079460144043,0.4615384638309479,1.5568902492523193
5,0.40123456716537476,9.999999747378752e-05,1.5702134370803833,0.4923076927661896,1.651940107345581
6,0.3333333432674408,9.999999747378752e-05,1.6388511657714844,0.4769230782985687,1.7866319417953491
7,0.48765432834625244,9.999999747378752e-05,1.8090217113494873,0.4769230782985687,1.747833013534546
8,0.40740740299224854,9.999999747378752e-05,1.7669882774353027,0.4769230782985687,1.6495623588562012
9,0.4197530746459961,9.999999747378752e-05,1.5954501628875732,0.4769230782985687,1.6787453889846802
10,0.43209877610206604,1.9999999494757503e-05,1.5620813369750977,0.4769230782985687,1.679578185081482
11,0.4444444477558136,1.9999999494757503e-05,1.6806646585464478,0.4923076927661896,1.6784127950668335
12,0.4691357910633087,1.9999999494757503e-05,1.5838359594345093,0.4769230782985687,1.6907823085784912
13,0.42592594027519226,1.9999999494757503e-05,1.6305080652236938,0.4769230782985687,1.706869125366211
